,,Test,BN_indep,BN_timedep_5step,TVAE,CTGAN,E-WGAN-GP,NetShare,Transformer,Our
Density,89,0.47118000000000004,0.31800000000000006,0.27892,0.45128000000000007,0.5284,0.0061,0.31222,0.2645,0.29896
Density,90,0.44412000000000007,0.31662,0.26332,0.46492000000000006,0.5111,0.011720000000000001,0.2699,0.3682,0.29014
Density,91,0.46316,0.31744,0.26764000000000004,0.45534,0.50922,0.005340000000000001,0.2642,0.29678,0.29028000000000004
Density,92,0.44044,0.3145,0.25714000000000004,0.49028000000000005,0.5403,0.0119,0.28512,0.2929,0.2926
Density,93,0.46228,0.32430000000000003,0.27028,0.47130000000000005,0.52866,0.005860000000000001,0.28386,0.30652,0.29253999999999997
Density,94,0.45424,0.31056,0.27018000000000003,0.47068000000000004,0.5431400000000001,0.0086,0.27078,0.33204,0.29710000000000003
Density,95,0.43270000000000003,0.3244,0.26498,0.46836000000000005,0.5211800000000001,0.0061,0.28334000000000004,0.32948,0.29660000000000003
Density,96,0.44962,0.32356,0.27042000000000005,0.45748,0.5305799999999999,0.005520000000000001,0.261,0.29182,0.28900000000000003
Density,97,0.43468,0.32262,0.26940000000000003,0.43064,0.5164799999999999,0.00894,0.26648,0.30568,0.28728
Density,98,0.46828000000000003,0.32758,0.28268,0.50276,0.52222,0.007040000000000001,0.29836,0.35906,0.29918
Density,99,0.48354,0.32698000000000005,0.2701,0.41298000000000007,0.50072,0.00236,0.2861,0.2821,0.29002
Coverage,100,0.3795,0.4786,0.4106,0.2889,0.5878,0.0036,0.224,0.0482,0.4691
Coverage,101,0.3839,0.4868,0.4227,0.3024,0.6131,0.0035,0.2304,0.0479,0.473
Coverage,102,0.4138,0.4885,0.4367,0.2519,0.5466,0.003,0.2363,0.0188,0.4706
Coverage,103,0.3784,0.468,0.4111,0.2926,0.5872,0.0046,0.2255,0.0487,0.452
Coverage,104,0.3975,0.4786,0.4072,0.2295,0.5116,0.0048,0.2241,0.0335,0.4553
Coverage,105,0.3829,0.4791,0.4309,0.3022,0.6149,0.0058,0.2337,0.057,0.4601
Coverage,106,0.3815,0.4789,0.4349,0.2804,0.5931,0.0044,0.2358,0.036,0.463
Coverage,107,0.3985,0.4841,0.4139,0.3044,0.6207,0.0059,0.2422,0.0533,0.4637
Coverage,108,0.3902,0.4843,0.4343,0.3095,0.609,0.0034,0.2498,0.0529,0.4606
Coverage,109,0.4065,0.4804,0.4305,0.2701,0.5738,0.0047,0.2228,0.0403,0.4658
Coverage,110,0.3725,0.4833,0.4193,0.2949,0.5838,0.0048,0.2312,0.0572,0.4576
Coverage,111,0.3749,0.4701,0.4135,0.2913,0.5888,0.0044,0.2222,0.049,0.4636
Coverage,112,0.3715,0.4828,0.4132,0.3091,0.6083,0.0036,0.2408,0.0503,0.4763
Coverage,113,0.3802,0.4982,0.4159,0.2836,0.6037,0.006,0.2324,0.0535,0.4635
Coverage,114,0.3761,0.4739,0.4182,0.299,0.5951,0.0038,0.2422,0.0347,0.4732
Coverage,115,0.3665,0.4711,0.4274,0.2947,0.5871,0.0061,0.2297,0.0527,0.4535
Coverage,116,0.3723,0.4868,0.4224,0.2778,0.6008,0.0051,0.2277,0.0465,0.466
Coverage,117,0.3723,0.4794,0.4128,0.296,0.5952,0.0028,0.2252,0.0466,0.4519
Coverage,118,0.3825,0.4856,0.4346,0.2976,0.5983,0.0035,0.2226,0.0521,0.4667
Coverage,119,0.4087,0.4738,0.4288,0.2614,0.5616,0.0031,0.2322,0.0389,0.4567
Novelty,120,6.80744571358602,5.3023496019989365,,5.243202866562844,5.575475529672668,4.195654289061565,3.9798451373498867,4.029275614777005,
Novelty,121,,5.350195794975368,5.4064147725191365,5.278853829592716,5.636713240729094,4.19579594425387,3.940350431273747,,5.658526244443349
Novelty,122,,5.377024706227946,5.314444104231413,4.8789930416703715,5.677108483355905,4.254500117500352,3.9836832609686947,3.818497701628272,5.795002044032894
Novelty,123,,5.319858629457659,5.178798122903298,4.907550594763839,5.767490753683949,4.129283529053067,3.9267623262510343,3.77589362760322,
Novelty,124,,5.39969767827991,,5.009670766758389,5.617537457004211,4.269396502823841,3.965974193743038,3.872687660660077,5.819176636409983
Novelty,125,,5.361549554044572,5.399977921762293,4.89940685592811,5.77869555392273,4.146771962823422,3.94687004961549,3.6818257189854426,5.6678382273526315
Novelty,126,,,,5.2472974994110775,5.6483099490951965,4.150537563194484,3.943175211986791,,
Novelty,127,,5.380304531983103,5.360770477811081,5.082544325899827,5.7006249025159805,4.20126730913617,3.978423824242108,4.009349867404636,5.814046249731868
Novelty,128,,5.222278783005346,5.310179025806237,5.083295415597117,5.530326218518198,4.271346615213534,3.9647080431604147,3.3132375029390775,5.72738709956397
Novelty,129,6.81855142928718,5.237548543698135,5.237928284470742,5.088848273304733,5.587662729587622,4.0679500874620285,3.929825463571105,3.9232417695989827,5.71485267121878
Novelty,130,6.621581082029557,5.396370775904269,5.428763436689994,,,4.124178600344697,3.977529167226448,,5.798742114584289
Novelty,131,,5.272187160292884,5.410003298567261,5.004159356508871,5.792410313662445,4.3102199631838625,3.953323070646045,3.6909407035106367,5.809926654253472
Novelty,132,6.685366060448614,5.28019986385246,,4.836758554934423,,4.066113768914456,3.9605981215654764,3.878318935461992,5.628802815317506
Novelty,133,,5.350113145909755,,4.909163196329383,,4.104703557211349,3.9784792254506502,3.690047414718012,5.794175481236681
Novelty,134,,5.428121708954154,5.315407031250197,4.888002341742487,5.686453118710401,4.241669324889634,3.9846431817717693,3.7664236871398153,5.789802907696366
Novelty,135,6.651943479504266,5.291353910062984,5.357931036832253,5.303161927812385,5.664225967618503,4.187207064808037,4.00754789679234,3.7144301689932586,5.732329582360779
Novelty,136,,,5.274454963764139,4.994507192046091,5.680063681025445,4.008206702925168,3.9512856410655957,3.844932048732075,5.771180362927428
Novelty,137,6.776756101621351,5.237991593609784,5.336657509990957,5.080904159699716,5.757684898975199,4.0184841937434355,3.9588706469697645,3.743193393722165,5.780179236259662
Novelty,138,,5.308201252691221,5.312880615779993,5.126164477177113,,4.230922063101963,3.92590370221542,4.073037518127638,5.715397801614403
Novelty,139,,5.317507324700686,,4.873211747084338,5.676398310375275,4.233533495854427,3.984490749652069,3.8393172577685952,5.687706071242919
DKC,140,0.0001894736842105263,0.018694736842105267,0.03069473684210526,0.06686315789473683,0.08205789473684211,0.0671842105263158,0.04145263157894737,0.00037894736842105265,0.024326315789473682
DKC,141,0.00017894736842105264,0.017973684210526315,0.030584210526315787,0.06774736842105265,0.13565263157894736,0.06700526315789473,0.041847368421052626,0.0004,0.024215789473684215
DKC,142,0.0002,0.018384210526315788,0.031021052631578942,0.06646315789473684,0.1349,0.06798947368421052,0.041331578947368414,0.00037894736842105265,0.025352631578947366
DKC,143,0.00021578947368421054,0.01823157894736842,0.02995263157894737,0.06686842105263158,0.13514736842105263,0.06715263157894737,0.041199999999999994,0.0004526315789473684,0.02471052631578947
DKC,144,0.00019473684210526314,0.01801578947368421,0.031210526315789477,0.06694736842105263,0.13536315789473685,0.0672578947368421,0.04135263157894737,0.0003894736842105263,0.024336842105263157
DKC,145,0.00025789473684210523,0.01796315789473684,0.030557894736842107,0.06600526315789473,0.08281578947368422,0.06742631578947368,0.0416,0.0004999999999999999,0.024994736842105264
DKC,146,0.00029473684210526316,0.018573684210526315,0.029826315789473683,0.06657368421052631,0.02931052631578947,0.06791578947368422,0.041647368421052634,0.0003473684210526316,0.02431578947368421
DKC,147,0.00025789473684210523,0.018626315789473685,0.03110526315789474,0.06647368421052631,0.29346315789473687,0.06696315789473684,0.041405263157894744,0.00030000000000000003,0.02367368421052632
DKC,148,0.00021578947368421054,0.018573684210526315,0.03073157894736842,0.06613684210526316,0.1340684210526316,0.06660526315789475,0.04262105263157895,0.0003210526315789474,0.024342105263157898
DKC,149,0.0001421052631578947,0.018273684210526317,0.030721052631578948,0.06618947368421053,0.08241578947368422,0.06785789473684212,0.041705263157894745,0.0003736842105263158,0.024778947368421053
DKC,150,0.0001736842105263158,0.018768421052631573,0.030699999999999995,0.06686842105263158,0.08212631578947369,0.06776315789473684,0.04288947368421053,0.0005210526315789474,0.02433157894736842
DKC,151,0.00021578947368421054,0.018610526315789473,0.030284210526315785,0.06672105263157894,0.13522105263157894,0.0682421052631579,0.04140526315789474,0.0002473684210526316,0.024257894736842103
DKC,152,0.00022105263157894735,0.01804736842105263,0.030499999999999996,0.06677894736842105,0.13531052631578946,0.06721052631578948,0.04164736842105263,0.00030526315789473684,0.02426315789473684
DKC,153,0.00019473684210526317,0.01813157894736842,0.03148947368421053,0.06642105263157895,0.2405157894736842,0.0671842105263158,0.041973684210526316,0.00040526315789473684,0.024915789473684214
DKC,154,0.0002526315789473684,0.01858421052631579,0.030405263157894737,0.06688947368421054,0.13532631578947368,0.0673578947368421,0.04117894736842105,0.0003736842105263158,0.024715789473684212
DKC,155,0.0001736842105263158,0.01841052631578947,0.0309578947368421,0.06701578947368421,0.08263157894736843,0.06730526315789474,0.04214210526315789,0.0004105263157894737,0.02480526315789474
DKC,156,0.00017368421052631577,0.018621052631578944,0.031026315789473687,0.06657368421052631,0.13481052631578946,0.06783684210526315,0.04222631578947368,0.00030000000000000003,0.024610526315789475
DKC,157,0.00024210526315789473,0.018,0.030589473684210524,0.0667578947368421,0.029447368421052632,0.0684578947368421,0.04069473684210526,0.00027894736842105266,0.024747368421052632
DKC,158,0.0001263157894736842,0.018142105263157893,0.030468421052631582,0.06655789473684211,0.24043684210526314,0.06853157894736843,0.04266842105263158,0.00040526315789473684,0.024657894736842108
DKC,159,0.0002473684210526316,0.01761052631578947,0.030242105263157893,0.06738421052631578,0.13516842105263158,0.06767368421052632,0.041452631578947366,0.00029473684210526316,0.023789473684210527
