Date first seen,Proto,Src IP Addr,Dst IP Addr,Dst Pt,In Byte,Out Byte,External,pattern_instance,pattern
2023-07-27 19:44:03.734,TCP,172.16.1.3,93.184.221.240,80.0,  512121,  65.2 M,True,0,-1
2023-07-27 19:44:04.136,TCP,172.16.1.4,209.197.3.8,80.0,   3.6 M, 224.0 M,True,0,-1
2023-07-27 19:44:04.209,TCP,172.16.1.4,20.189.173.5,443.0,    9402,   17391,True,0,-1
2023-07-27 19:44:04.430,UDP,172.16.1.4,172.16.0.2,53.0,     240,     603,False,0,-1
2023-07-27 19:44:04.449,TCP,172.16.1.2,172.17.0.2,25.0,    2460,    2406,False,182,2
2023-07-27 19:44:04.492,UDP,172.16.1.4,172.16.1.1,53.0,     240,     570,False,171,10
2023-07-27 19:44:04.495,TCP,172.16.1.4,23.65.202.147,443.0,    4116,   23019,True,0,-1
2023-07-27 19:44:04.747,TCP,172.16.1.4,67.26.17.254,80.0,    1764,    3234,True,0,-1
2023-07-27 19:44:04.820,TCP,172.16.1.4,23.65.202.147,443.0,    4119,   23019,True,0,-1
2023-07-27 19:44:04.848,TCP,172.16.1.4,209.197.3.8,80.0,    1947,    2250,True,0,-1
2023-07-27 19:44:04.966,TCP,172.16.1.4,209.197.3.8,80.0,   15507,  875802,True,0,-1
2023-07-27 19:44:05.019,TCP,172.16.1.4,67.26.17.254,80.0,    1764,    4191,True,0,-1
2023-07-27 19:44:05.115,TCP,172.16.1.4,93.184.221.240,80.0,   36912,   2.2 M,True,0,-1
2023-07-27 19:44:05.322,TCP,172.16.1.3,20.189.173.5,443.0,    9900,   17529,True,0,-1
2023-07-27 19:44:05.588,TCP,172.16.1.3,172.17.0.2,25.0,    2490,    2406,False,192,30
2023-07-27 19:44:05.648,TCP,172.16.1.4,172.17.0.2,25.0,    2460,    2682,False,166,25
2023-07-27 19:44:05.786,TCP,172.16.1.4,20.189.173.5,443.0,    9294,   17391,True,0,-1
2023-07-27 19:44:05.890,UDP,172.16.1.3,172.16.0.2,53.0,     177,     528,False,192,30
2023-07-27 19:44:05.990,UDP,172.16.1.3,172.16.1.1,53.0,     177,     495,False,0,-1
2023-07-27 19:44:06.115,TCP,172.16.1.3,52.222.139.5,80.0,    3387,    4290,True,0,-1
2023-07-27 19:44:06.115,UDP,172.16.1.3,172.16.0.2,53.0,     222,     447,False,0,-1
2023-07-27 19:44:06.118,UDP,172.16.1.3,172.16.0.2,53.0,     222,     927,False,0,-1
2023-07-27 19:44:06.277,TCP,172.16.1.3,52.222.139.5,443.0,   20199,   1.1 M,True,0,-1
2023-07-27 19:44:06.515,UDP,172.16.1.3,172.16.0.2,53.0,     171,     351,False,0,-1
2023-07-27 19:44:06.635,UDP,172.16.1.3,172.16.0.2,53.0,     195,     276,False,0,-1
2023-07-27 19:44:06.673,UDP,172.16.1.3,172.16.0.2,53.0,     195,     426,False,0,-1
2023-07-27 19:44:06.690,UDP,172.16.1.3,172.16.0.2,53.0,     213,     414,False,0,-1
2023-07-27 19:44:06.721,UDP,172.16.1.3,172.16.0.2,53.0,     195,     276,False,0,-1
2023-07-27 19:44:06.724,UDP,172.16.1.3,172.16.0.2,53.0,     186,     537,False,0,-1
2023-07-27 19:44:06.730,TCP,172.16.1.3,35.190.14.188,443.0,    5952,   86451,True,0,-1
2023-07-27 19:44:06.730,UDP,172.16.1.3,172.16.0.2,53.0,     195,     276,False,0,-1
2023-07-27 19:44:06.751,UDP,172.16.1.3,172.16.0.2,53.0,     195,     312,False,0,-1
2023-07-27 19:44:06.755,UDP,172.16.1.3,172.16.0.2,53.0,     213,     549,False,0,-1
2023-07-27 19:44:06.769,UDP,172.16.1.3,172.16.0.2,53.0,     225,     306,False,0,-1
2023-07-27 19:44:06.771,UDP,172.16.1.3,172.16.0.2,53.0,     195,     546,False,0,-1
2023-07-27 19:44:06.777,TCP,172.16.1.3,35.190.14.188,443.0,    6999,  117057,True,0,-1
2023-07-27 19:44:06.778,UDP,172.16.1.3,172.16.0.2,53.0,     225,     306,False,0,-1
2023-07-27 19:44:06.785,UDP,172.16.1.3,172.16.0.2,53.0,     366,     366,False,0,-1
2023-07-27 19:44:06.786,UDP,172.16.1.3,172.16.0.2,53.0,     426,     672,False,0,-1
2023-07-27 19:44:06.819,UDP,172.16.1.3,172.16.0.2,53.0,     195,     492,False,0,-1
2023-07-27 19:44:06.820,UDP,172.16.1.3,172.16.1.1,53.0,     186,     504,False,0,-1
2023-07-27 19:44:06.821,UDP,172.16.1.3,172.16.0.2,53.0,     186,     540,False,0,-1
2023-07-27 19:44:06.821,UDP,172.16.1.3,172.16.0.2,53.0,     177,     363,False,0,-1
2023-07-27 19:44:06.829,TCP,172.16.1.3,64.233.167.94,80.0,    9834,   16392,True,0,-1
2023-07-27 19:44:06.829,UDP,172.16.1.3,172.16.0.2,53.0,     201,     282,False,0,-1
2023-07-27 19:44:06.831,UDP,172.16.1.3,172.16.0.2,53.0,     201,     318,False,0,-1
2023-07-27 19:44:06.848,UDP,172.16.1.3,172.16.0.2,53.0,     177,     363,False,0,-1
2023-07-27 19:44:06.850,TCP,172.16.1.3,18.239.94.57,443.0,   17820,   1.5 M,True,0,-1
2023-07-27 19:44:06.851,TCP,172.16.1.3,18.239.94.57,443.0,    3840,   19194,True,0,-1
2023-07-27 19:44:06.851,TCP,172.16.1.3,18.239.94.57,443.0,    3840,   19194,True,0,-1
2023-07-27 19:44:06.852,TCP,172.16.1.3,18.239.94.57,443.0,    3840,   19194,True,0,-1
2023-07-27 19:44:06.852,TCP,172.16.1.3,18.239.94.57,443.0,    3978,   19056,True,0,-1
2023-07-27 19:44:06.853,TCP,172.16.1.3,18.239.94.57,443.0,    4530,   19833,True,0,-1
2023-07-27 19:44:06.854,TCP,172.16.1.3,18.239.94.57,443.0,    3840,   19194,True,0,-1
2023-07-27 19:44:06.854,TCP,172.16.1.3,18.239.94.57,443.0,    3978,   19056,True,0,-1
2023-07-27 19:44:06.854,TCP,172.16.1.3,18.239.94.57,443.0,   18846,   1.0 M,True,0,-1
2023-07-27 19:44:06.854,TCP,172.16.1.3,18.239.94.57,443.0,    3840,   19194,True,0,-1
2023-07-27 19:44:06.855,TCP,172.16.1.3,18.239.94.57,443.0,    3840,   19194,True,0,-1
2023-07-27 19:44:06.855,TCP,172.16.1.3,18.239.94.57,443.0,    3978,   19056,True,0,-1
2023-07-27 19:44:06.858,TCP,172.16.1.3,64.233.167.94,80.0,    8292,   13530,True,0,-1
2023-07-27 19:44:06.859,UDP,172.16.1.3,172.16.1.1,53.0,     213,     516,False,0,-1
2023-07-27 19:44:06.859,UDP,172.16.1.3,172.16.0.2,53.0,     222,     447,False,0,-1
2023-07-27 19:44:06.861,UDP,172.16.1.3,172.16.0.2,53.0,     222,     927,False,0,-1
2023-07-27 19:44:06.864,UDP,172.16.1.3,172.16.1.1,53.0,     195,     513,False,0,-1
2023-07-27 19:44:06.880,UDP,172.16.1.3,172.16.1.1,53.0,     549,    1008,False,0,-1
2023-07-27 19:44:06.880,UDP,172.16.1.3,172.16.1.1,53.0,     225,     309,False,198,42
2023-07-27 19:44:06.907,UDP,172.16.1.3,172.16.0.2,53.0,     222,     447,False,0,-1
2023-07-27 19:44:06.921,UDP,172.16.1.3,172.16.0.2,53.0,     222,     498,False,0,-1
2023-07-27 19:44:06.929,UDP,172.16.1.3,172.16.1.1,53.0,     195,     459,False,0,-1
2023-07-27 19:44:06.930,UDP,172.16.1.3,172.16.1.1,53.0,     186,     507,False,0,-1
2023-07-27 19:44:06.960,UDP,172.16.1.3,172.16.0.2,53.0,     225,     450,False,0,-1
2023-07-27 19:44:06.981,UDP,172.16.1.3,172.16.0.2,53.0,     225,     930,False,0,-1
2023-07-27 19:44:06.985,TCP,172.16.1.3,18.65.39.93,443.0,    8913,  100023,True,0,-1
2023-07-27 19:44:07.059,UDP,172.16.1.3,35.190.14.188,443.0,   20001,   34638,True,0,-1
2023-07-27 19:44:07.072,UDP,172.16.1.3,35.190.14.188,443.0,    7197,   18306,True,199,34
2023-07-27 19:44:07.085,UDP,172.16.1.3,172.16.1.1,53.0,     225,     897,False,103,24
2023-07-27 19:44:07.120,TCP,172.16.1.3,185.102.94.213,443.0,    3702,   16083,True,0,-1
2023-07-27 19:44:07.120,TCP,172.16.1.3,185.102.94.213,443.0,    6744,  141699,True,0,-1
2023-07-27 19:44:07.121,UDP,172.16.1.3,172.16.0.2,53.0,     216,     345,False,0,-1
2023-07-27 19:44:07.181,UDP,172.16.1.3,172.16.0.2,53.0,     204,     285,False,0,-1
2023-07-27 19:44:07.191,UDP,172.16.1.3,172.16.0.2,53.0,     216,     435,False,0,-1
2023-07-27 19:44:07.194,TCP,172.16.1.3,188.65.124.90,443.0,   11013,  188454,True,0,-1
2023-07-27 19:44:07.205,UDP,172.16.1.3,172.16.0.2,53.0,     204,     372,False,0,-1
2023-07-27 19:44:07.211,UDP,172.16.1.3,35.190.14.188,443.0,   15084,  386799,True,0,-1
2023-07-27 19:44:07.238,TCP,172.16.1.3,65.9.86.19,443.0,    3840,   19194,True,0,-1
2023-07-27 19:44:07.239,TCP,172.16.1.3,65.9.86.19,443.0,    3840,   19194,True,0,-1
2023-07-27 19:44:07.239,TCP,172.16.1.3,65.9.86.19,443.0,   48561,   1.9 M,True,0,-1
2023-07-27 19:44:07.311,TCP,172.16.1.3,35.190.14.188,443.0,    4989,   18720,True,0,-1
2023-07-27 19:44:07.343,UDP,172.16.1.3,172.16.0.2,53.0,     216,     405,False,0,-1
2023-07-27 19:44:07.344,UDP,172.16.1.3,172.16.0.2,53.0,     213,     411,False,0,-1
2023-07-27 19:44:07.345,UDP,172.16.1.3,172.16.0.2,53.0,     210,     405,False,0,-1
2023-07-27 19:44:07.346,UDP,172.16.1.3,172.16.0.2,53.0,     414,     648,False,0,-1
2023-07-27 19:44:07.347,UDP,172.16.1.3,172.16.0.2,53.0,     216,     357,False,0,-1
2023-07-27 19:44:07.352,UDP,172.16.1.3,172.16.0.2,53.0,     180,     510,False,0,-1
2023-07-27 19:44:07.419,UDP,172.16.1.3,172.16.0.2,53.0,     201,     330,False,0,-1
2023-07-27 19:44:07.425,TCP,172.16.1.3,23.200.86.233,80.0,    3621,    5283,True,0,-1
2023-07-27 19:44:07.425,TCP,172.16.1.3,23.200.86.233,80.0,    5154,    8634,True,0,-1
2023-07-27 19:44:07.445,UDP,172.16.1.3,172.16.0.2,53.0,     201,     402,False,0,-1
2023-07-27 19:44:07.448,UDP,172.16.1.3,172.16.0.2,53.0,     210,     531,False,0,-1
2023-07-27 19:44:07.449,UDP,172.16.1.3,172.16.1.1,53.0,     216,     372,False,0,-1
2023-07-27 19:44:07.449,UDP,172.16.1.3,172.16.1.1,53.0,     219,     339,False,0,-1
2023-07-27 19:44:07.455,TCP,172.16.1.3,104.18.15.101,80.0,    5205,    9522,True,0,-1
2023-07-27 19:44:07.456,UDP,172.16.1.3,172.16.0.2,53.0,     246,     375,False,0,-1
2023-07-27 19:44:07.463,UDP,172.16.1.3,172.16.0.2,53.0,     246,     447,False,0,-1
2023-07-27 19:44:07.628,UDP,172.16.1.3,172.16.0.2,53.0,     195,     276,False,0,-1
2023-07-27 19:44:07.632,TCP,172.16.1.3,35.241.3.184,443.0,    3840,   17667,True,0,-1
2023-07-27 19:44:07.632,UDP,172.16.1.3,172.16.0.2,53.0,     195,     276,False,0,-1
2023-07-27 19:44:07.632,TCP,172.16.1.3,35.241.3.184,443.0,    7665,   56355,True,0,-1
2023-07-27 19:44:07.636,UDP,172.16.1.3,172.16.0.2,53.0,     195,     312,False,0,-1
2023-07-27 19:44:07.685,UDP,172.16.1.3,172.16.0.2,53.0,     207,     399,False,0,-1
2023-07-27 19:44:07.686,UDP,172.16.1.3,172.16.0.2,53.0,     216,     444,False,0,-1
2023-07-27 19:44:07.688,UDP,172.16.1.3,172.16.0.2,53.0,     216,     435,False,0,-1
2023-07-27 19:44:07.689,UDP,172.16.1.3,172.16.0.2,53.0,     213,     399,False,0,-1
2023-07-27 19:44:07.697,TCP,172.16.1.3,20.189.173.5,443.0,    9450,   17511,True,0,-1
2023-07-27 19:44:07.790,UDP,172.16.1.3,172.16.1.1,53.0,     216,     402,False,0,-1
2023-07-27 19:44:07.791,UDP,172.16.1.3,172.16.1.1,53.0,     213,     366,False,0,-1
2023-07-27 19:44:07.856,UDP,172.16.1.3,35.241.3.184,443.0,    5574,   17811,True,0,-1
2023-07-27 19:44:08.571,TCP,172.16.1.4,20.189.173.5,443.0,    9549,   17511,True,0,-1
2023-07-27 19:44:08.711,TCP,172.16.1.4,8.248.235.254,80.0,    2100,    4218,True,0,-1
2023-07-27 19:44:08.712,TCP,172.16.1.4,8.250.155.254,80.0,   15099,  761862,True,0,-1
2023-07-27 19:44:08.893,UDP,172.16.1.3,172.16.0.2,53.0,     258,     450,False,200,4
2023-07-27 19:44:08.938,TCP,172.16.1.3,20.54.110.119,443.0,  116346,   65202,True,0,-1
2023-07-27 19:44:09.318,UDP,172.16.1.3,172.16.0.2,53.0,     213,     543,False,0,-1
2023-07-27 19:44:09.411,UDP,172.16.1.3,172.16.1.1,53.0,     213,     510,False,0,-1
2023-07-27 19:44:09.434,UDP,172.16.1.3,172.16.0.2,53.0,     216,     345,False,0,-1
2023-07-27 19:44:09.434,TCP,172.16.1.3,185.102.94.186,443.0,   11667,   57195,True,0,-1
2023-07-27 19:44:09.566,UDP,172.16.1.3,35.241.3.184,443.0,   17910,  228669,True,0,-1
2023-07-27 19:44:09.705,UDP,172.16.1.3,172.16.0.2,53.0,     219,     372,False,0,-1
2023-07-27 19:44:09.756,TCP,172.16.1.3,20.189.173.5,443.0,    9399,   17391,True,0,-1
2023-07-27 19:44:09.868,TCP,172.16.1.2,172.17.0.2,25.0,    2502,    2406,False,201,2
2023-07-27 19:44:10.346,TCP,172.16.1.4,20.189.173.5,443.0,   10566,   17526,True,0,-1
2023-07-27 19:44:10.374,TCP,172.16.1.4,8.238.69.254,80.0,   51258,   3.1 M,True,0,-1
2023-07-27 19:44:10.375,TCP,172.16.1.4,8.250.141.254,80.0,    2091,    4155,True,202,40
2023-07-27 19:44:10.589,UDP,172.16.1.3,172.16.0.2,53.0,     240,     603,False,0,-1
2023-07-27 19:44:10.606,TCP,172.16.1.3,23.65.202.147,443.0,    4116,   21480,True,0,-1
2023-07-27 19:44:10.755,TCP,172.16.1.3,67.26.17.254,80.0,    1764,    3834,True,202,40
2023-07-27 19:44:10.784,TCP,172.16.1.3,172.17.0.2,25.0,    2460,    2406,False,203,25
2023-07-27 19:44:10.815,TCP,172.16.1.3,87.248.222.128,80.0,    2091,    4251,True,204,7
2023-07-27 19:44:10.816,TCP,172.16.1.3,95.140.239.0,80.0,    1953,    4122,True,204,7
2023-07-27 19:44:10.980,TCP,172.16.1.3,95.140.239.0,80.0,    9144,  758040,True,0,-1
2023-07-27 19:44:11.017,UDP,172.16.1.3,172.16.0.2,53.0,     207,     288,False,203,25
2023-07-27 19:44:11.022,UDP,172.16.1.3,172.16.0.2,53.0,     267,     348,False,205,10
2023-07-27 19:44:11.033,TCP,172.16.1.3,34.120.238.166,443.0,    3702,   17508,True,0,-1
2023-07-27 19:44:11.034,TCP,172.16.1.3,34.120.238.166,443.0,   47241,   26007,True,0,-1
2023-07-27 19:44:11.034,UDP,172.16.1.3,172.16.0.2,53.0,     207,     288,False,0,-1
2023-07-27 19:44:11.058,UDP,172.16.1.3,172.16.0.2,53.0,     207,     324,False,0,-1
2023-07-27 19:44:11.123,UDP,172.16.1.3,172.16.1.1,53.0,     267,     315,False,0,-1
2023-07-27 19:44:11.164,TCP,172.16.1.3,35.201.111.240,443.0,    3840,   17745,True,0,-1
2023-07-27 19:44:11.164,TCP,172.16.1.3,35.201.111.240,443.0,   16836,   21705,True,0,-1
2023-07-27 19:44:11.297,UDP,172.16.1.3,34.120.238.166,443.0,    5799,   17724,True,0,-1
2023-07-27 19:44:11.453,UDP,172.16.1.3,35.201.111.240,443.0,    5787,   17871,True,0,-1
2023-07-27 19:44:11.597,UDP,172.16.1.4,172.16.0.2,53.0,     225,     669,False,0,-1
2023-07-27 19:44:11.600,TCP,172.16.1.4,20.189.173.5,443.0,   10485,   17526,True,0,-1
2023-07-27 19:44:11.711,UDP,172.16.1.3,172.16.0.2,53.0,     219,     411,False,0,-1
2023-07-27 19:44:11.712,UDP,172.16.1.3,172.16.0.2,53.0,     219,     411,False,0,-1
2023-07-27 19:44:11.820,UDP,172.16.1.3,172.16.1.1,53.0,     219,     378,False,0,-1
2023-07-27 19:44:11.820,UDP,172.16.1.3,172.16.1.1,53.0,     219,     378,False,0,-1
2023-07-27 19:44:12.091,UDP,172.16.1.3,172.16.0.2,53.0,     225,     669,False,0,-1
2023-07-27 19:44:12.108,TCP,172.16.1.3,20.189.173.5,443.0,    9309,   17508,True,0,-1
2023-07-27 19:44:12.275,TCP,172.16.1.4,23.65.202.147,443.0,    4113,   22941,True,0,-1
2023-07-27 19:44:12.413,TCP,172.16.1.4,67.26.17.254,80.0,    2037,   19374,True,0,-1
2023-07-27 19:44:12.487,UDP,172.16.1.4,172.16.0.2,53.0,     240,     651,False,0,-1
2023-07-27 19:44:12.528,TCP,172.16.1.4,193.51.224.48,80.0,   80028,   4.9 M,True,206,12
2023-07-27 19:44:12.530,TCP,172.16.1.4,193.51.224.22,80.0,    2094,    4134,True,207,40
2023-07-27 19:44:12.629,TCP,172.16.1.3,8.247.206.254,80.0,    2091,    4212,True,207,40
2023-07-27 19:44:12.630,TCP,172.16.1.3,8.250.155.254,80.0,   21444,   3.1 M,True,208,19
2023-07-27 19:44:12.858,UDP,172.16.1.4,172.16.0.2,53.0,     225,     669,False,0,-1
2023-07-27 19:44:12.862,TCP,172.16.1.4,20.189.173.5,443.0,    9420,   17388,True,0,-1
2023-07-27 19:44:13.055,UDP,172.16.1.4,172.16.0.2,53.0,     240,     432,False,0,-1
2023-07-27 19:44:13.061,TCP,172.16.1.4,95.140.239.0,80.0,  548937,  34.7 M,True,0,-1
2023-07-27 19:44:13.206,TCP,172.16.1.4,95.140.239.0,80.0,  511227,  32.4 M,True,0,-1
2023-07-27 19:44:13.343,TCP,172.16.1.3,20.189.173.5,443.0,   11094,   17529,True,209,27
2023-07-27 19:44:14.492,UDP,172.16.1.3,172.16.0.2,53.0,     192,     360,False,0,-1
2023-07-27 19:44:14.527,TCP,172.16.1.3,188.65.124.59,443.0,   27795,   24612,True,0,-1
2023-07-27 19:44:14.527,UDP,172.16.1.3,172.16.0.2,53.0,     192,     273,False,0,-1
2023-07-27 19:44:14.548,UDP,172.16.1.3,172.16.0.2,53.0,     192,     399,False,0,-1
2023-07-27 19:44:14.666,TCP,172.16.1.4,20.189.173.5,443.0,    9897,   17529,True,0,-1
2023-07-27 19:44:14.749,UDP,172.16.1.3,172.16.0.2,53.0,     216,     324,False,0,-1
2023-07-27 19:44:14.967,UDP,172.16.1.3,172.16.0.2,53.0,     204,     909,False,0,-1
2023-07-27 19:44:15.076,UDP,172.16.1.3,172.16.1.1,53.0,     204,     876,False,0,-1
2023-07-27 19:44:15.088,TCP,172.16.1.3,64.233.184.128,443.0,    5364,   21234,True,0,-1
2023-07-27 19:44:15.089,UDP,172.16.1.3,172.16.0.2,53.0,     204,     909,False,0,-1
2023-07-27 19:44:15.115,TCP,172.16.1.2,172.17.0.2,25.0,    2490,    2406,False,201,2
2023-07-27 19:44:15.122,UDP,172.16.1.3,172.16.0.2,53.0,     204,     573,False,0,-1
2023-07-27 19:44:15.358,UDP,172.16.1.3,64.233.184.128,443.0,   10281,   50298,True,0,-1
2023-07-27 19:44:15.622,UDP,172.16.1.3,172.16.0.2,53.0,     231,     528,False,0,-1
2023-07-27 19:44:15.713,UDP,172.16.1.3,172.16.1.1,53.0,     231,     495,False,0,-1
2023-07-27 19:44:15.746,UDP,172.16.1.3,172.16.0.2,53.0,     219,     354,False,0,-1
2023-07-27 19:44:15.755,TCP,172.16.1.3,13.95.31.18,443.0,   17478,   14085,True,0,-1
2023-07-27 19:44:15.863,UDP,172.16.1.3,172.16.1.1,53.0,     219,     321,False,0,-1
2023-07-27 19:44:15.921,TCP,172.16.1.4,172.17.0.2,25.0,    2502,    2406,False,203,25
2023-07-27 19:44:15.993,TCP,172.16.1.3,172.17.0.2,25.0,    2490,    2406,False,203,25
2023-07-27 19:44:16.295,TCP,172.16.1.3,20.189.173.5,443.0,   10671,   17283,True,0,-1
2023-07-27 19:44:16.766,UDP,172.16.1.3,172.16.0.2,53.0,     210,     465,False,203,25
2023-07-27 19:44:16.785,TCP,172.16.1.3,23.65.202.147,443.0,    4116,   23019,True,210,18
2023-07-27 19:44:16.859,UDP,172.16.1.3,172.16.1.1,53.0,     210,     432,False,0,-1
2023-07-27 19:44:17.053,TCP,172.16.1.3,67.26.17.254,80.0,    1902,   10716,True,0,-1
2023-07-27 19:44:17.169,UDP,172.16.1.3,172.16.0.2,53.0,     630,    1095,False,0,-1
2023-07-27 19:44:17.202,TCP,172.16.1.3,8.238.69.254,80.0,    5862,  322704,True,0,-1
2023-07-27 19:44:17.202,TCP,172.16.1.3,8.248.235.254,80.0,   20214,   3.2 M,True,208,19
2023-07-27 19:44:17.551,TCP,172.16.1.4,20.189.173.5,443.0,   10293,   17529,True,0,-1
2023-07-27 19:44:18.634,UDP,172.16.1.4,172.16.0.2,53.0,     243,     609,False,0,-1
2023-07-27 19:44:18.637,TCP,172.16.1.4,23.217.242.156,443.0,    3504,   21924,True,0,-1
2023-07-27 19:44:18.960,TCP,172.16.1.3,8.247.206.254,80.0,    2091,    4239,True,211,7
2023-07-27 19:44:18.962,TCP,172.16.1.3,8.250.155.254,80.0,   24078,   3.2 M,True,212,19
2023-07-27 19:44:19.021,TCP,172.16.1.4,209.197.3.8,80.0,   25476,   1.4 M,True,0,-1
2023-07-27 19:44:20.046,TCP,172.16.1.4,20.189.173.5,443.0,   10218,   17529,True,0,-1
2023-07-27 19:44:20.214,TCP,172.16.1.2,172.17.0.2,25.0,    2490,    2406,False,201,2
2023-07-27 19:44:21.012,TCP,172.16.1.3,8.250.141.254,80.0,    2091,    4239,True,211,7
2023-07-27 19:44:21.019,TCP,172.16.1.3,8.238.69.254,80.0,   22560,   3.2 M,True,212,19
2023-07-27 19:44:21.122,TCP,172.16.1.4,172.17.0.2,25.0,    2460,    2406,False,203,25
2023-07-27 19:44:21.149,TCP,172.16.1.4,20.189.173.5,443.0,   10254,   17646,True,0,-1
2023-07-27 19:44:21.379,TCP,172.16.1.3,172.17.0.2,25.0,    2460,    2406,False,213,0
2023-07-27 19:44:21.902,UDP,172.16.1.4,172.16.0.2,53.0,     231,     528,False,0,-1
2023-07-27 19:44:21.905,TCP,172.16.1.4,13.95.31.18,443.0,   17583,   14097,True,206,12
2023-07-27 19:44:22.777,UDP,172.16.1.4,172.16.0.2,53.0,     225,     669,False,0,-1
2023-07-27 19:44:22.784,UDP,172.16.1.4,172.16.0.2,53.0,     210,     465,False,0,-1
2023-07-27 19:44:22.792,UDP,172.16.1.4,172.16.0.2,53.0,     234,     789,False,0,-1
2023-07-27 19:44:22.798,TCP,172.16.1.4,20.189.173.5,443.0,   13257,   17700,True,0,-1
2023-07-27 19:44:22.856,UDP,172.16.1.4,172.16.1.1,53.0,     234,     756,False,0,-1
2023-07-27 19:44:23.021,TCP,172.16.1.4,193.51.224.7,80.0,   15087,  761664,True,0,-1
2023-07-27 19:44:23.021,TCP,172.16.1.4,193.51.224.30,80.0,    2094,    4092,True,214,40
2023-07-27 19:44:23.789,UDP,172.16.1.4,172.16.0.2,53.0,     216,     432,False,0,-1
2023-07-27 19:44:23.790,UDP,172.16.1.4,172.16.0.2,53.0,     213,     429,False,0,-1
2023-07-27 19:44:23.803,TCP,172.16.1.3,8.250.155.254,80.0,  242433,  25.9 M,True,199,34
2023-07-27 19:44:23.805,TCP,172.16.1.3,8.248.235.254,80.0,  210924,  22.7 M,True,0,-1
2023-07-27 19:44:24.486,TCP,172.16.1.4,20.189.173.5,443.0,   11577,   17448,True,0,-1
2023-07-27 19:44:24.833,UDP,172.16.1.4,172.16.0.2,53.0,     234,     789,False,0,-1
2023-07-27 19:44:24.924,TCP,172.16.1.4,193.51.224.30,80.0,   51522,   3.1 M,True,0,-1
2023-07-27 19:44:24.930,TCP,172.16.1.4,193.51.224.7,80.0,    2085,    4020,True,0,-1
2023-07-27 19:44:25.385,TCP,172.16.1.2,172.17.0.2,25.0,    2460,    2406,False,215,2
2023-07-27 19:44:25.621,TCP,172.16.1.4,20.189.173.5,443.0,   10509,   17529,True,0,-1
2023-07-27 19:44:26.186,TCP,172.16.1.4,172.17.0.2,25.0,    2460,    2406,False,213,0
2023-07-27 19:44:26.519,UDP,172.16.1.4,172.16.0.2,53.0,     240,     603,False,0,-1
2023-07-27 19:44:26.541,TCP,172.16.1.4,23.65.202.147,443.0,    4113,   23019,True,0,-1
2023-07-27 19:44:26.547,TCP,172.16.1.3,172.17.0.2,25.0,    2460,    2406,False,0,-1
2023-07-27 19:44:26.650,TCP,172.16.1.4,67.26.17.254,80.0,    1761,    4788,True,0,-1
2023-07-27 19:44:26.719,TCP,172.16.1.4,193.51.224.22,80.0,   15690,  796473,True,0,-1
2023-07-27 19:44:26.719,TCP,172.16.1.4,193.51.224.48,80.0,   53361,   3.2 M,True,0,-1
2023-07-27 19:44:26.873,TCP,172.16.1.4,20.189.173.5,443.0,    9396,   17391,True,0,-1
2023-07-27 19:44:26.876,UDP,172.16.1.3,34.120.238.166,443.0,   19773,   23502,True,0,-1
2023-07-27 19:44:27.559,UDP,172.16.1.3,172.16.0.2,53.0,     183,     534,False,213,0
2023-07-27 19:44:27.657,UDP,172.16.1.3,172.16.1.1,53.0,     183,     501,False,0,-1
2023-07-27 19:44:27.759,TCP,172.16.1.3,64.233.184.128,443.0,    6402,   36723,True,209,27
2023-07-27 19:44:27.763,TCP,172.16.1.3,64.233.184.128,443.0,    3840,   16272,True,0,-1
2023-07-27 19:44:27.766,TCP,172.16.1.3,64.233.184.128,443.0,    3840,   16266,True,0,-1
2023-07-27 19:44:27.777,TCP,172.16.1.3,64.233.184.128,443.0,    3564,   16269,True,0,-1
2023-07-27 19:44:27.780,TCP,172.16.1.3,64.233.184.128,443.0,    3564,   16269,True,0,-1
2023-07-27 19:44:27.783,TCP,172.16.1.3,64.233.184.128,443.0,    3564,   16269,True,0,-1
2023-07-27 19:44:27.905,UDP,172.16.1.3,64.233.184.128,443.0,    7572,   20178,True,216,34
2023-07-27 19:44:27.997,TCP,172.16.1.3,13.227.219.50,443.0,    8991,   95559,True,0,-1
2023-07-27 19:44:28.000,UDP,172.16.1.3,172.16.0.2,53.0,     222,     447,False,0,-1
2023-07-27 19:44:28.113,UDP,172.16.1.3,172.16.0.2,53.0,     216,     435,False,0,-1
2023-07-27 19:44:28.585,TCP,172.16.1.4,20.189.173.5,443.0,    9915,   17529,True,0,-1
2023-07-27 19:44:28.851,UDP,172.16.1.3,172.16.0.2,53.0,     216,     420,False,0,-1
2023-07-27 19:44:28.977,UDP,172.16.1.4,172.16.0.2,53.0,     234,     789,False,0,-1
2023-07-27 19:44:28.985,TCP,172.16.1.4,193.51.224.7,80.0,   45729,   2.8 M,True,0,-1
2023-07-27 19:44:28.988,TCP,172.16.1.4,193.51.224.30,80.0,    2097,    3915,True,0,-1
2023-07-27 19:44:30.283,TCP,172.16.1.4,20.189.173.5,443.0,   10131,   17283,True,0,-1
2023-07-27 19:44:30.604,TCP,172.16.1.2,172.17.0.2,25.0,    2460,    2406,False,215,2
2023-07-27 19:44:31.404,TCP,172.16.1.4,20.189.173.5,443.0,    9894,   17529,True,0,-1
2023-07-27 19:44:31.589,TCP,172.16.1.3,172.17.0.2,25.0,    2502,    2406,False,213,0
