,,Test,BN_indep,BN_timedep_5step,TVAE,CTGAN,E-WGAN-GP,NetShare,Transformer,Our
Coverage,114,0.584,0.3758,0.4387,0.3229,0.5103,0.0239,0.2176,0.0316,0.5972
Coverage,115,0.5927,0.3816,0.4386,0.3256,0.5271,0.0235,0.226,0.0274,0.5967
Coverage,116,0.5871,0.3826,0.4383,0.3543,0.506,0.0235,0.2143,0.0286,0.585
Coverage,117,0.5955,0.3667,0.4505,0.3424,0.5168,0.0225,0.2194,0.0313,0.5794
Coverage,118,0.5872,0.3938,0.4371,0.3511,0.5124,0.0236,0.2187,0.0326,0.5965
Coverage,119,0.5874,0.3748,0.4303,0.3294,0.5078,0.0244,0.2186,0.0268,0.5853
Novelty,120,6.71980685128856,5.465684249247333,5.458527301617853,5.057439786278964,5.584374112142201,4.5058492846680975,,3.835188438332151,5.696835013444568
Novelty,121,6.767384978502933,5.4525228228747284,5.561538637117208,5.166752088403064,5.687261320101309,4.758291622046511,,3.796044931210283,5.908878355405646
Novelty,122,6.798338855611309,5.651008700281519,5.502756502178668,5.251450277271951,5.740289145280566,4.618555053190101,4.036610840167239,3.948352339168202,5.749740440165648
Novelty,123,6.68323310144341,5.403219995412895,5.477731421323426,5.186545177056527,5.726850223862924,4.680019545939012,4.006952392804546,3.637952358963371,5.741490051928892
Novelty,124,6.686151207650602,5.537741069637928,5.475602053909479,5.144307549268786,5.784902378959783,4.695117073281961,3.708169169314377,3.756928671280944,5.855162599961368
Novelty,125,6.750124412156302,5.534298715019688,5.572038421321041,5.247861649877068,5.745685260019498,4.677164102278069,3.6969557115505527,3.7802395874835337,5.854387685104239
Novelty,126,6.7368850576391335,5.396952876357913,5.6129922134981,5.1129226189974055,5.772641092216325,4.650513067240864,3.7325344352617065,3.712490214769327,5.8399054280965
Novelty,127,6.594151557532936,5.430291771360466,5.5594429637960445,5.082743575606498,5.648385104968414,4.584628386663597,3.7494571040572886,3.505411787082835,5.895512548167739
